CustomerID,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,Segment
16800,33,1,1201.490000000001,5,2,4,524,Promising
16801,185,4,1606.9800000000012,2,4,4,244,At Risk
16803,87,1,332.29999999999995,3,2,2,322,Needs Attention
16804,45,3,536.9899999999998,4,4,3,443,Loyal Customers
16805,195,2,442.8899999999999,2,3,2,232,Cant Lose Them
16806,125,4,801.4899999999997,2,4,3,243,At Risk
16807,164,3,1121.59,2,4,4,244,At Risk
16808,121,2,283.38,2,3,2,232,Cant Lose Them
16809,45,5,914.6900000000005,4,4,3,443,Loyal Customers
16810,214,1,309.54,1,2,2,122,Lost
16811,26,2,547.0699999999999,5,3,3,533,Loyal Customers
16812,382,1,479.35000000000014,1,2,2,122,Lost
16813,30,10,1664.5800000000002,5,5,4,554,Champions
16814,36,21,6497.400000000001,5,5,5,555,Champions
16816,125,4,417.06,2,4,2,242,At Risk
16817,24,9,1604.7500000000007,5,5,4,554,Champions
16818,32,11,3347.2900000000004,5,5,5,555,Champions
16820,117,1,497.61,2,2,3,223,Hibernating
16823,249,1,358.37999999999994,1,2,2,122,Lost
16824,37,2,460.63999999999993,4,3,2,432,Loyal Customers
16825,60,2,759.88,3,3,3,333,Potential Loyalists
16826,73,1,341.7,3,2,2,322,Needs Attention
16828,115,2,128.5,2,3,1,231,Cant Lose Them
16829,178,1,197.22,2,2,1,221,Lost
16830,60,1,325.91,3,2,2,322,Needs Attention
16832,206,3,199.15,1,4,1,141,At Risk
16833,23,4,1075.9300000000005,5,4,4,544,Champions
16834,249,1,413.45999999999987,1,2,2,122,Lost
16835,150,2,180.85,2,3,1,231,Cant Lose Them
16836,61,2,251.87,3,3,2,332,Lost
16837,53,11,3170.9799999999996,4,5,5,455,Champions
16838,219,2,588.8500000000001,1,3,3,133,Cant Lose Them
16839,30,34,16288.349999999986,5,5,5,555,Champions
16841,58,6,1823.0200000000007,3,5,4,354,Potential Loyalists
16842,122,3,1264.1900000000003,2,4,4,244,At Risk
16843,64,16,10187.210000000005,3,5,5,355,Potential Loyalists
16846,72,1,214.32000000000002,3,2,1,321,Needs Attention
16847,65,1,193.44000000000003,3,2,1,321,Needs Attention
16848,74,1,281.42,3,2,2,322,Needs Attention
16849,208,1,124.57000000000001,1,2,1,121,Lost
16850,355,1,332.4099999999999,1,2,2,122,Lost
16851,26,3,342.45,5,4,2,542,Loyal Customers
16852,32,2,144.91000000000003,5,3,1,531,Loyal Customers
16855,45,2,328.40000000000003,4,3,2,432,Loyal Customers
16856,36,1,35.400000000000006,5,2,1,521,Promising
16858,390,1,336.09000000000003,1,2,2,122,Lost
16859,166,2,747.81,2,3,3,233,Cant Lose Them
16861,81,2,173.76,3,3,1,331,Lost
16863,53,2,502.80000000000007,4,3,3,433,Loyal Customers
16866,162,3,203.83999999999997,2,4,1,241,At Risk
16869,44,4,816.9399999999997,4,4,3,443,Loyal Customers
16871,44,6,2812.339999999999,4,5,5,455,Champions
16872,99,3,680.02,2,4,3,243,At Risk
16873,26,6,7123.619999999996,5,5,5,555,Champions
16875,89,5,2095.5299999999997,3,4,5,345,Potential Loyalists
16877,34,6,846.9699999999999,5,5,3,553,Loyal Customers
16878,106,1,13.3,2,2,1,221,Lost
16880,52,7,1473.5500000000009,4,5,4,454,Champions
16881,88,1,432.0,3,2,2,322,Needs Attention
16882,88,3,705.1199999999997,3,4,3,343,Potential Loyalists
16883,209,2,276.72999999999996,1,3,2,132,Cant Lose Them
16884,59,2,429.8399999999999,3,3,2,332,Lost
16885,37,3,471.5099999999997,4,4,2,442,Loyal Customers
16887,57,1,193.58000000000007,3,2,1,321,Needs Attention
16889,216,3,1578.6700000000003,1,4,4,144,At Risk
16891,23,5,802.9500000000013,5,4,3,543,Loyal Customers
16892,23,5,525.5399999999997,5,4,3,543,Loyal Customers
16893,388,1,145.92999999999998,1,2,1,121,Lost
16895,86,1,217.84,3,2,1,321,Needs Attention
16897,321,2,289.7799999999999,1,3,2,132,Cant Lose Them
16898,48,3,495.70999999999975,4,4,3,443,Loyal Customers
16899,29,6,1274.8100000000004,5,5,4,554,Champions
16900,38,3,863.7100000000002,4,4,3,443,Loyal Customers
16902,138,1,1706.8800000000003,2,2,4,224,Hibernating
16903,51,1,373.24000000000007,4,2,2,422,Promising
16904,26,16,3699.2399999999957,5,5,5,555,Champions
16905,27,7,3102.43,5,5,5,555,Champions
16906,103,4,579.1200000000002,2,4,3,243,At Risk
16907,51,5,970.4000000000007,4,4,4,444,Champions
16909,94,1,379.14000000000004,2,2,2,222,Lost
16910,26,8,1486.7900000000009,5,5,4,554,Champions
16912,50,11,2575.3800000000006,4,5,5,455,Champions
16913,312,1,113.44000000000001,1,2,1,121,Lost
16914,58,1,208.45999999999998,3,2,1,321,Needs Attention
16915,31,6,619.7299999999998,5,5,3,553,Loyal Customers
16916,45,2,571.5799999999998,4,3,3,433,Loyal Customers
16917,298,1,391.52,1,2,2,122,Lost
16918,71,6,1043.3200000000004,3,5,4,354,Potential Loyalists
16919,178,11,2577.400000000002,2,5,5,255,At Risk
16921,83,1,165.99000000000004,3,2,1,321,Needs Attention
16923,34,19,7213.809999999986,5,5,5,555,Champions
16924,43,3,835.4399999999999,4,4,3,443,Loyal Customers
16926,393,1,230.25,1,2,1,121,Lost
16927,298,2,139.85,1,3,1,131,Cant Lose Them
16928,102,17,2847.6000000000004,2,5,5,255,At Risk
16929,25,7,1295.3900000000003,5,5,4,554,Champions
16930,48,3,375.2299999999999,4,4,2,442,Loyal Customers
16931,27,21,4578.449999999986,5,5,5,555,Champions
16932,75,1,161.94,3,2,1,321,Needs Attention
16933,23,2,563.2300000000001,5,3,3,533,Loyal Customers
16934,76,2,950.9299999999997,3,3,4,334,Potential Loyalists
16936,47,1,262.68000000000006,4,2,2,422,Promising
16938,30,4,2733.4299999999994,5,4,5,545,Champions
16940,74,3,3031.8800000000015,3,4,5,345,Potential Loyalists
16942,34,9,1920.590000000002,5,5,4,554,Champions
16943,233,3,816.73,1,4,3,143,At Risk
16945,43,19,4345.500000000005,4,5,5,455,Champions
16947,257,1,344.08,1,2,2,122,Lost
16948,160,3,435.0199999999999,2,4,2,242,At Risk
16949,25,6,1281.2300000000005,5,5,4,554,Champions
16950,78,3,1178.5600000000002,3,4,4,344,Potential Loyalists
16951,156,3,1277.75,2,4,4,244,At Risk
16952,131,2,154.85999999999999,2,3,1,231,Cant Lose Them
16953,52,1,20.8,4,2,1,421,Promising
16954,22,9,2085.0800000000004,5,5,5,555,Champions
16955,206,4,518.6700000000001,1,4,3,143,At Risk
16956,39,1,308.74,4,2,2,422,Promising
16957,261,2,416.64,1,3,2,132,Cant Lose Them
16959,109,1,117.35,2,2,1,221,Lost
16960,60,3,507.05000000000007,3,4,3,343,Potential Loyalists
16961,138,1,234.17,2,2,1,221,Lost
16963,209,1,110.55000000000001,1,2,1,121,Lost
16965,248,1,181.68999999999997,1,2,1,121,Lost
16966,30,7,2154.9700000000003,5,5,5,555,Champions
16967,211,1,319.02000000000004,1,2,2,122,Lost
16968,26,2,439.4300000000001,5,3,2,532,Loyal Customers
16969,61,3,650.41,3,4,3,343,Potential Loyalists
16971,60,1,357.21,3,2,2,322,Needs Attention
16976,289,1,251.51999999999998,1,2,2,122,Lost
16978,99,1,344.33,2,2,2,222,Lost
16979,25,6,1852.0,5,5,4,554,Champions
16980,277,2,1039.3600000000004,1,3,4,134,Cant Lose Them
16982,82,1,384.06,3,2,2,322,Needs Attention
16983,34,7,1924.5,5,5,4,554,Champions
16984,110,2,4453.55,2,3,5,235,Cant Lose Them
16985,39,10,5464.120000000004,4,5,5,455,Champions
16986,51,2,1873.2,4,3,4,434,Loyal Customers
16987,25,7,1625.0500000000018,5,5,4,554,Champions
16988,27,1,126.12,5,2,1,521,Promising
16989,29,6,1133.2500000000002,5,5,4,554,Champions
16990,240,1,179.0,1,2,1,121,Lost
16992,32,5,1614.3100000000002,5,4,4,544,Champions
16996,52,6,1456.9600000000003,4,5,4,454,Champions
16997,310,3,702.0,1,4,3,143,At Risk
16998,171,4,295.0,2,4,2,242,At Risk
16999,45,2,484.82000000000005,4,3,2,432,Loyal Customers
17001,22,11,3989.570000000001,5,5,5,555,Champions
17002,107,3,1493.73,2,4,4,244,At Risk
17004,68,2,1412.94,3,3,4,334,Potential Loyalists
17006,26,4,781.7800000000003,5,4,3,543,Loyal Customers
17007,72,6,879.8500000000001,3,5,3,353,Potential Loyalists
17010,40,1,195.36,4,2,1,421,Promising
17011,52,1,270.9,4,2,2,422,Promising
17014,30,3,586.3299999999997,5,4,3,543,Loyal Customers
17015,50,3,1790.8800000000033,4,4,4,444,Champions
17017,24,20,8587.160000000003,5,5,5,555,Champions
17018,62,2,920.0999999999998,3,3,3,333,Potential Loyalists
17019,33,4,1255.5800000000008,5,4,4,544,Champions
17022,53,1,71.0,4,2,1,421,Promising
17024,67,3,95.85,3,4,1,341,Lost
17025,82,3,357.77000000000004,3,4,2,342,Lost
17026,207,2,154.82999999999998,1,3,1,131,Cant Lose Them
17027,100,6,890.2900000000006,2,5,3,253,At Risk
17029,132,2,716.0,2,3,3,233,Cant Lose Them
17030,85,1,146.87,3,2,1,321,Needs Attention
17031,33,2,380.35,5,3,2,532,Loyal Customers
17033,108,3,1030.14,2,4,4,244,At Risk
17034,38,3,745.5200000000001,4,4,3,443,Loyal Customers
17035,267,2,433.53000000000003,1,3,2,132,Cant Lose Them
17037,109,1,1267.3200000000004,2,2,4,224,Hibernating
17038,52,1,112.40000000000003,4,2,1,421,Promising
17040,159,1,449.72999999999996,2,2,2,222,Lost
17041,48,3,1081.5700000000004,4,4,4,444,Champions
17042,24,5,984.26,5,4,4,544,Champions
17043,54,4,1730.14,4,4,4,444,Champions
17044,47,1,948.48,4,2,4,424,Promising
17045,135,3,339.44,2,4,2,242,At Risk
17046,179,1,642.0200000000001,2,2,3,223,Hibernating
17047,107,3,1090.7000000000005,2,4,4,244,At Risk
17048,139,3,925.3500000000001,2,4,3,243,At Risk
17049,24,9,5659.980000000005,5,5,5,555,Champions
17050,118,6,3196.2900000000004,2,5,5,255,At Risk
17051,216,1,247.13999999999996,1,2,1,121,Lost
17052,50,1,413.75000000000006,4,2,2,422,Promising
17053,152,1,447.48,2,2,2,222,Lost
17054,50,5,1278.3300000000004,4,4,4,444,Champions
17058,103,3,1179.89,2,4,4,244,At Risk
17059,51,5,3073.6599999999994,4,4,5,445,Champions
17060,288,1,234.24,1,2,1,121,Lost
17061,95,11,5232.229999999999,2,5,5,255,At Risk
17062,335,4,538.3699999999999,1,4,3,143,At Risk
17063,43,7,1461.14,4,5,4,454,Champions
17064,80,3,859.3500000000003,3,4,3,343,Potential Loyalists
17068,34,21,4552.140000000003,5,5,5,555,Champions
17069,50,9,2686.3,4,5,5,455,Champions
17070,136,1,312.1399999999999,2,2,2,222,Lost
17071,50,9,2423.9900000000016,4,5,5,455,Champions
17073,39,4,1442.8400000000001,4,4,4,444,Champions
17075,39,4,834.1200000000001,4,4,3,443,Loyal Customers
17076,58,3,841.08,3,4,3,343,Potential Loyalists
17078,58,2,303.32000000000005,3,3,2,332,Lost
17079,100,1,118.80000000000001,2,2,1,221,Lost
17080,44,2,287.62,4,3,2,432,Loyal Customers
17081,47,2,290.15999999999997,4,3,2,432,Loyal Customers
17082,55,2,1995.9499999999998,3,3,4,334,Potential Loyalists
17083,131,3,1405.7799999999995,2,4,4,244,At Risk
17084,57,2,2949.7500000000014,3,3,5,335,Potential Loyalists
17085,145,5,1550.75,2,4,4,244,At Risk
17086,29,6,2050.0799999999986,5,5,5,555,Champions
17088,50,4,1977.5099999999989,4,4,4,444,Champions
17090,26,7,2043.9499999999996,5,5,4,554,Champions
17091,24,9,3827.7599999999957,5,5,5,555,Champions
17092,72,4,1751.1299999999997,3,4,4,344,Potential Loyalists
17094,344,1,301.99999999999994,1,2,2,122,Lost
17095,44,3,1304.3599999999997,4,4,4,444,Champions
17096,37,4,1022.1300000000002,4,4,4,444,Champions
17097,24,8,939.5699999999995,5,5,3,553,Loyal Customers
17100,40,2,971.7400000000001,4,3,4,434,Loyal Customers
17101,32,4,1616.6899999999996,5,4,4,544,Champions
17102,283,1,25.5,1,2,1,121,Lost
17105,181,2,665.7799999999999,2,3,3,233,Cant Lose Them
17107,55,6,10780.569999999992,3,5,5,355,Potential Loyalists
17109,51,6,878.89,4,5,3,453,Loyal Customers
17110,187,1,163.3,2,2,1,221,Lost
17111,69,1,248.60999999999999,3,2,1,321,Needs Attention
17114,27,8,808.62,5,5,3,553,Loyal Customers
17115,30,3,837.4999999999998,5,4,3,543,Loyal Customers
17117,310,1,116.19999999999999,1,2,1,121,Lost
17118,339,1,157.02,1,2,1,121,Lost
17119,25,2,587.11,5,3,3,533,Loyal Customers
17120,255,1,307.46000000000004,1,2,2,122,Lost
17122,141,1,138.32,2,2,1,221,Lost
17123,183,1,345.29999999999995,2,2,2,222,Lost
17124,207,1,294.21000000000004,1,2,2,122,Lost
17125,72,1,259.34999999999997,3,2,2,322,Needs Attention
17126,174,5,1002.2000000000003,2,4,4,244,At Risk
17128,356,1,136.69,1,2,1,121,Lost
17131,27,5,2463.1700000000005,5,4,5,545,Champions
17133,37,7,4892.24,4,5,5,455,Champions
17134,128,2,424.99999999999994,2,3,2,232,Cant Lose Them
17135,38,7,1139.7299999999998,4,5,4,454,Champions
17138,297,1,380.50000000000006,1,2,2,122,Lost
17139,37,12,10618.07,4,5,5,455,Champions
17140,269,1,465.32,1,2,2,122,Lost
17142,261,1,579.0,1,2,3,123,Hibernating
17144,23,2,984.57,5,3,4,534,Loyal Customers
17146,127,3,749.78,2,4,3,243,At Risk
17147,44,4,1714.5900000000006,4,4,4,444,Champions
17148,73,1,124.88,3,2,1,321,Needs Attention
17152,216,3,1689.5,1,4,4,144,At Risk
17153,46,1,213.78,4,2,1,421,Promising
17154,97,1,329.34,2,2,2,222,Lost
17155,39,2,251.69999999999993,4,3,2,432,Loyal Customers
17157,29,2,319.0,5,3,2,532,Loyal Customers
17158,54,3,1266.9699999999993,4,4,4,444,Champions
17159,43,3,1533.8399999999997,4,4,4,444,Champions
17160,53,6,3518.0299999999993,4,5,5,455,Champions
17162,50,10,1577.219999999999,4,5,4,454,Champions
17163,43,2,293.1,4,3,2,432,Loyal Customers
17164,54,7,2467.3500000000004,4,5,5,455,Champions
17165,306,1,158.68,1,2,1,121,Lost
17166,60,2,206.34,3,3,1,331,Lost
17169,79,2,835.7799999999997,3,3,3,333,Potential Loyalists
17171,311,1,224.90999999999994,1,2,1,121,Lost
17172,100,1,317.76000000000005,2,2,2,222,Lost
17173,27,8,3664.5999999999976,5,5,5,555,Champions
17174,239,1,59.9,1,2,1,121,Lost
17175,66,4,1443.6899999999996,3,4,4,344,Potential Loyalists
17176,223,1,306.13,1,2,2,122,Lost
17179,200,3,711.7899999999996,2,4,3,243,At Risk
17180,78,4,790.9900000000002,3,4,3,343,Potential Loyalists
17181,79,2,239.92000000000002,3,3,1,331,Lost
17183,29,6,3347.3099999999986,5,5,5,555,Champions
17186,68,2,144.0,3,3,1,331,Lost
17187,248,1,203.95,1,2,1,121,Lost
17188,33,7,2474.23,5,5,5,555,Champions
17189,128,2,382.1200000000001,2,3,2,232,Cant Lose Them
17190,80,2,444.74,3,3,2,332,Lost
17191,50,7,2093.880000000001,4,5,5,455,Champions
17193,57,7,1699.2999999999997,3,5,4,354,Potential Loyalists
17194,295,2,262.6199999999999,1,3,2,132,Cant Lose Them
17197,51,1,1013.0100000000001,4,2,4,424,Promising
17198,45,3,669.0300000000001,4,4,3,443,Loyal Customers
17201,75,1,340.02999999999986,3,2,2,322,Needs Attention
17203,57,6,3563.8500000000004,3,5,5,355,Potential Loyalists
17204,197,4,1564.56,2,4,4,244,At Risk
17205,75,1,384.08000000000004,3,2,2,322,Needs Attention
17206,75,1,204.24,3,2,1,321,Needs Attention
17211,48,8,2317.2200000000007,4,5,5,455,Champions
17212,275,1,226.85,1,2,1,121,Lost
17213,62,7,2781.229999999999,3,5,5,355,Potential Loyalists
17214,82,6,1069.1200000000003,3,5,4,354,Potential Loyalists
17217,256,1,113.49999999999999,1,2,1,121,Lost
17218,26,10,1960.72,5,5,4,554,Champions
17219,53,1,114.22999999999999,4,2,1,421,Promising
17220,46,14,3198.2500000000014,4,5,5,455,Champions
17221,29,2,325.77,5,3,2,532,Loyal Customers
17222,87,1,354.15,3,2,2,322,Needs Attention
17223,332,2,425.1399999999998,1,3,2,132,Cant Lose Them
17226,330,1,377.89,1,2,2,122,Lost
17227,40,6,936.3700000000002,4,5,3,453,Loyal Customers
17228,37,8,1868.6499999999994,4,5,4,454,Champions
17229,118,2,318.7600000000001,2,3,2,232,Cant Lose Them
17230,286,8,3638.4099999999994,1,5,5,155,At Risk
17231,34,10,3134.6899999999955,5,5,5,555,Champions
17232,24,2,421.5200000000001,5,3,2,532,Loyal Customers
17233,57,1,190.88,3,2,1,321,Needs Attention
17234,204,1,149.89,1,2,1,121,Lost
17235,47,2,550.06,4,3,3,433,Loyal Customers
17236,34,6,916.1299999999997,5,5,3,553,Loyal Customers
17237,33,2,314.69,5,3,2,532,Loyal Customers
17238,24,17,3744.6500000000033,5,5,5,555,Champions
17239,334,1,382.5,1,2,2,122,Lost
17242,130,2,1135.0399999999997,2,3,4,234,Cant Lose Them
17243,23,26,8651.349999999997,5,5,5,555,Champions
17244,75,1,954.9000000000001,3,2,4,324,Needs Attention
17245,226,1,171.45,1,2,1,121,Lost
17247,37,1,282.18999999999994,4,2,2,422,Promising
17248,142,1,318.65,2,2,2,222,Lost
17250,25,2,384.5199999999999,5,3,2,532,Loyal Customers
17251,384,1,283.28,1,2,2,122,Lost
17252,138,2,347.4799999999998,2,3,2,232,Cant Lose Them
17253,40,1,178.26,4,2,1,421,Promising
17254,26,2,272.43999999999994,5,3,2,532,Loyal Customers
17255,62,2,296.46000000000004,3,3,2,332,Lost
17256,129,2,232.2,2,3,1,231,Cant Lose Them
17259,170,2,603.3699999999999,2,3,3,233,Cant Lose Them
17262,74,5,1253.3600000000001,3,4,4,344,Potential Loyalists
17263,230,1,63.440000000000005,1,2,1,121,Lost
17265,160,2,539.0,2,3,3,233,Cant Lose Them
17266,24,3,310.63999999999993,5,4,2,542,Loyal Customers
17267,149,2,317.62,2,3,2,232,Cant Lose Them
17268,129,4,763.64,2,4,3,243,At Risk
17272,64,4,2123.0100000000007,3,4,5,345,Potential Loyalists
17274,57,1,111.97999999999996,3,2,1,321,Needs Attention
17277,249,2,1065.3499999999997,1,3,4,134,Cant Lose Them
17278,263,1,246.04,1,2,1,121,Lost
17279,79,1,187.83,3,2,1,321,Needs Attention
17282,152,3,1686.91,2,4,4,244,At Risk
17284,82,6,1652.5800000000002,3,5,4,354,Potential Loyalists
17286,43,1,153.92000000000007,4,2,1,421,Promising
17287,48,7,1059.0700000000004,4,5,4,454,Champions
17288,31,7,1417.7800000000007,5,5,4,554,Champions
17289,53,3,923.3500000000004,4,4,3,443,Loyal Customers
17290,25,2,512.0999999999999,5,3,3,533,Loyal Customers
17291,330,1,550.8000000000001,1,2,3,123,Hibernating
17293,30,9,1811.3600000000001,5,5,4,554,Champions
17295,50,3,556.9499999999999,4,4,3,443,Loyal Customers
17297,39,1,128.80000000000004,4,2,1,421,Promising
17298,123,2,494.6199999999998,2,3,3,233,Cant Lose Them
17299,33,4,669.1100000000001,5,4,3,543,Loyal Customers
17301,43,1,197.63000000000008,4,2,1,421,Promising
17302,36,5,1135.6299999999999,5,4,4,544,Champions
17303,383,1,247.93999999999994,1,2,1,121,Lost
17306,32,19,8631.310000000005,5,5,5,555,Champions
17309,117,1,82.75,2,2,1,221,Lost
17311,100,2,1384.8500000000008,2,3,4,234,Cant Lose Them
17312,160,3,644.3,2,4,3,243,At Risk
17313,53,1,2328.8399999999992,4,2,5,425,Promising
17314,46,8,2522.8800000000006,4,5,5,455,Champions
17315,23,38,6282.359999999987,5,5,5,555,Champions
17317,68,3,2600.34,3,4,5,345,Potential Loyalists
17320,122,3,1200.6200000000001,2,4,4,244,At Risk
17321,30,2,700.8599999999999,5,3,3,533,Loyal Customers
17323,37,7,921.0699999999997,4,5,3,453,Loyal Customers
17324,39,4,990.2300000000001,4,4,4,444,Champions
17325,302,1,96.8,1,2,1,121,Lost
17329,36,2,523.1099999999999,5,3,3,533,Loyal Customers
17330,44,2,363.90000000000003,4,3,2,432,Loyal Customers
17331,145,1,175.2,2,2,1,221,Lost
17333,107,1,494.2500000000001,2,2,3,223,Hibernating
17334,324,2,307.02000000000004,1,3,2,132,Cant Lose Them
17337,173,4,2006.2500000000027,2,4,4,244,At Risk
17338,39,8,6615.420000000006,4,5,5,455,Champions
17339,116,2,243.36,2,3,1,231,Cant Lose Them
17340,51,11,12300.179999999995,4,5,5,455,Champions
17341,178,3,776.3200000000002,2,4,3,243,At Risk
17343,377,1,193.63999999999996,1,2,1,121,Lost
17344,68,1,160.56999999999996,3,2,1,321,Needs Attention
17345,37,4,537.7399999999997,4,4,3,443,Loyal Customers
17346,25,15,2671.61,5,5,5,555,Champions
17347,108,1,228.96,2,2,1,221,Lost
17348,36,5,1154.4800000000005,5,4,4,544,Champions
17349,201,1,110.75,2,2,1,221,Lost
17350,30,4,1286.0700000000002,5,4,4,544,Champions
17351,58,3,587.15,3,4,3,343,Potential Loyalists
17353,151,2,1740.0,2,3,4,234,Cant Lose Them
17354,72,1,1393.06,3,2,4,324,Needs Attention
17356,333,1,178.21999999999997,1,2,1,121,Lost
17357,46,2,388.1399999999999,4,3,2,432,Loyal Customers
17358,325,2,349.91999999999996,1,3,2,132,Cant Lose Them
17359,33,1,127.86000000000001,5,2,1,521,Promising
17360,39,3,585.7899999999996,4,4,3,443,Loyal Customers
17361,71,3,488.2,3,4,3,343,Potential Loyalists
17362,261,2,312.22999999999996,1,3,2,132,Cant Lose Them
17364,22,11,4473.189999999998,5,5,5,555,Champions
17365,34,8,4801.559999999995,5,5,5,555,Champions
17367,260,1,166.7,1,2,1,121,Lost
17368,45,8,1768.1699999999998,4,5,4,454,Champions
17370,94,4,446.17999999999995,2,4,2,242,At Risk
17371,39,3,423.8899999999998,4,4,2,442,Loyal Customers
17372,62,8,1329.9300000000005,3,5,4,354,Potential Loyalists
17373,62,4,646.9200000000001,3,4,3,343,Potential Loyalists
17374,240,2,495.7699999999998,1,3,3,133,Cant Lose Them
17375,221,3,389.5999999999998,1,4,2,142,At Risk
17376,92,2,203.20000000000002,3,3,1,331,Lost
17377,45,20,4040.7999999999956,4,5,5,455,Champions
17379,33,1,404.66,5,2,2,522,Promising
17381,30,29,20275.60999999999,5,5,5,555,Champions
17382,87,1,65.4,3,2,1,321,Needs Attention
17383,26,1,199.29000000000002,5,2,1,521,Promising
17384,41,2,336.4,4,3,2,432,Loyal Customers
17385,36,1,256.43,5,2,2,522,Promising
17386,29,6,2686.4200000000005,5,5,5,555,Champions
17387,41,2,784.1099999999999,4,3,3,433,Loyal Customers
17388,99,4,1259.5600000000004,2,4,4,244,At Risk
17389,22,33,30400.880000000034,5,5,5,555,Champions
17391,185,2,508.80000000000007,2,3,3,233,Cant Lose Them
17392,328,2,457.91,1,3,2,132,Cant Lose Them
17394,241,1,203.86999999999998,1,2,1,121,Lost
17396,61,8,7330.799999999999,3,5,5,355,Potential Loyalists
17397,44,2,696.4100000000001,4,3,3,433,Loyal Customers
17398,136,3,653.38,2,4,3,243,At Risk
17400,148,5,2073.87,2,4,5,245,At Risk
17402,26,13,2618.2500000000005,5,5,5,555,Champions
17403,58,1,281.62,3,2,2,322,Needs Attention
17404,26,15,31694.41999999999,5,5,5,555,Champions
17405,23,3,1021.3300000000008,5,4,4,544,Champions
17406,355,3,2200.420000000001,1,4,5,145,At Risk
17408,185,1,32.65,2,2,1,221,Lost
17409,206,2,752.0500000000001,1,3,3,133,Cant Lose Them
17410,38,5,1214.7199999999996,4,4,4,444,Champions
17411,34,3,778.9399999999999,5,4,3,543,Loyal Customers
17412,24,7,1258.0599999999995,5,5,4,554,Champions
17414,65,2,778.0,3,3,3,333,Potential Loyalists
17415,101,1,507.8399999999999,2,2,3,223,Hibernating
17416,51,7,6882.920000000003,4,5,5,455,Champions
17418,64,2,463.46,3,3,2,332,Lost
17419,33,12,4186.969999999998,5,5,5,555,Champions
17420,72,3,598.83,3,4,3,343,Potential Loyalists
17422,38,6,1979.3700000000001,4,5,4,454,Champions
17423,68,2,698.4100000000002,3,3,3,333,Potential Loyalists
17425,41,2,759.1700000000002,4,3,3,433,Loyal Customers
17426,30,6,5032.219999999997,5,5,5,555,Champions
17427,93,1,100.8,3,2,1,321,Needs Attention
17428,22,28,17238.13,5,5,5,555,Champions
17429,150,3,513.2800000000001,2,4,3,243,At Risk
17430,54,2,265.76000000000005,4,3,2,432,Loyal Customers
17431,335,1,403.3,1,2,2,122,Lost
17432,40,2,365.76,4,3,2,432,Loyal Customers
17433,110,1,301.86,2,2,2,222,Lost
17434,24,7,2363.94,5,5,5,555,Champions
17436,23,2,216.3,5,3,1,531,Loyal Customers
17438,275,1,388.45,1,2,2,122,Lost
17440,178,3,186.42000000000002,2,4,1,241,At Risk
17442,58,6,2238.0599999999995,3,5,5,355,Potential Loyalists
17443,241,1,534.24,1,2,3,123,Hibernating
17444,169,3,2883.2399999999993,2,4,5,245,At Risk
17446,198,2,120.90000000000002,2,3,1,231,Cant Lose Them
17447,62,2,541.53,3,3,3,333,Potential Loyalists
17449,24,7,2513.980000000001,5,5,5,555,Champions
17450,30,46,194550.78999999992,5,5,5,555,Champions
17451,23,7,1704.0600000000002,5,5,4,554,Champions
17453,39,2,486.72,4,3,2,432,Loyal Customers
17454,214,4,517.5300000000002,1,4,3,143,At Risk
17455,225,1,131.7,1,2,1,121,Lost
17456,387,1,249.85999999999999,1,2,2,122,Lost
17457,148,5,1737.6999999999998,2,4,4,244,At Risk
17458,37,1,316.49999999999994,4,2,2,422,Promising
17459,65,2,657.3000000000001,3,3,3,333,Potential Loyalists
17460,116,6,622.43,2,5,3,253,At Risk
17461,44,3,757.4599999999995,4,4,3,443,Loyal Customers
17462,82,2,675.69,3,3,3,333,Potential Loyalists
17463,38,5,1896.4100000000008,4,4,4,444,Champions
17464,180,1,289.96000000000004,2,2,2,222,Lost
17466,32,2,763.2800000000002,5,3,3,533,Loyal Customers
17468,32,2,137.0,5,3,1,531,Loyal Customers
17469,38,5,1870.9699999999996,4,4,4,444,Champions
17470,66,5,1125.0700000000004,3,4,4,344,Potential Loyalists
17472,213,3,700.39,1,4,3,143,At Risk
17475,101,1,194.36999999999998,2,2,1,221,Lost
17480,99,1,511.82000000000005,2,2,3,223,Hibernating
17481,25,4,1255.5899999999995,5,4,4,544,Champions
17483,87,3,414.03999999999996,3,4,2,342,Lost
17486,283,1,379.16999999999996,1,2,2,122,Lost
17489,80,2,376.6399999999999,3,3,2,332,Lost
17490,22,7,2092.3200000000006,5,5,5,555,Champions
17491,23,10,3429.8700000000003,5,5,5,555,Champions
17492,270,1,374.56999999999994,1,2,2,122,Lost
17495,29,2,497.56,5,3,3,533,Loyal Customers
17496,380,1,271.05,1,2,2,122,Lost
17498,97,1,272.22,2,2,2,222,Lost
17499,311,1,612.3800000000002,1,2,3,123,Hibernating
17500,39,3,1138.0,4,4,4,444,Champions
17501,242,2,288.59999999999997,1,3,2,132,Cant Lose Them
17502,31,4,689.1,5,4,3,543,Loyal Customers
17503,24,2,553.9200000000001,5,3,3,533,Loyal Customers
17504,228,9,2921.1300000000024,1,5,5,155,At Risk
17505,183,2,1145.84,2,3,4,234,Cant Lose Them
17506,97,1,302.20000000000005,2,2,2,222,Lost
17507,283,2,592.5799999999998,1,3,3,133,Cant Lose Them
17508,302,1,387.30999999999995,1,2,2,122,Lost
